Team1Name,Team1Score,Team2Name,Team2Score,Team1MasseyRating,Team2MasseyRating
UNC Greensboro,71,Miami OH,82,-12.065434872466879,6.878792003107033
Gonzaga,61,Michigan,101,26.12679094319873,34.00895201746655
Air Force,53,N Colorado,71,-12.735240615401642,-1.0823524586851767
Jacksonville St,43,N Dakota St,56,-4.019877384600862,2.046795939331589
Wofford,83,N Kentucky,93,-5.064308768836391,-2.4537270857196694
Gardner Webb,51,Navy,84,-24.646235285714415,-2.05716253834581
Alabama St,87,New Mexico,93,-13.932727716177093,14.880097023188116
Georgia St,58,New Mexico St,77,-9.841027531814934,0.004049809068651347
SE Missouri St,72,Northern Arizona,79,-6.757013248262701,-9.643076515343548
Long Beach St,73,Portland,93,-4.652494408015093,-0.9276049727698782
Temple,75,Rhode Island,90,1.6101601066860876,4.372881568912538
Oral Roberts,62,Rice,81,-11.75823476123825,-4.818057589699624
IL Chicago,74,Robert Morris,88,1.7665509943221132,-3.837549906546749
Idaho St,81,Sam Houston St,84,-2.6900359146858124,4.794162125506685
Loyola-Chicago,51,San Jose St,63,-7.919700317024193,-3.069027491311642
Washington St,61,Seton Hall,75,4.5380550036221035,13.61217858159576
Wichita St,65,St Mary's CA,70,8.433712769495724,16.908220628065287
NC State,97,Texas,102,21.788929391891067,17.79158970367343
New Orleans,50,Texas Tech,82,-3.575655046476065,22.11626746517065
St Francis PA,64,Troy,74,-18.95162660287704,0.09710533684838424
Northern Iowa,60,Tulsa,63,5.785582448008606,12.474016558063923
S Dakota St,52,UC Irvine,64,-1.4024499716884644,3.4963503402669383
SE Louisiana,57,UNC Wilmington,70,-8.378711089435738,2.413830183033299
Arizona St,75,USC,88,10.603952967409308,13.985005389761836
Mississippi,74,Utah,75,10.46160439503338,6.364077339194109
Samford,45,Utah Valley,89,-7.386171296092927,6.639639918156236
South Florida,66,VCU,78,10.967070575235171,12.760710460803173
WKU,78,Vanderbilt,83,0.4252617180430557,24.154102986278797
Princeton,74,Vermont,79,-5.435545860544262,-5.418090561445725
Colorado St,64,Virginia Tech,66,8.035917066741126,13.649896701268442
Manhattan,101,Wagner,103,-15.274581333554556,-12.601506934083272
Denver,59,Wyoming,101,-6.718963056154548,8.357185218844622
Towson,73,UC San Diego,87,-0.5464166889081582,3.4181336664537407
Valparaiso,56,Southern Indiana,64,0.7826673040916575,-14.295320327497267
Miami FL,62,BYU,72,17.78517891833293,22.96623370113013
San Francisco,69,Colorado,79,6.276755571400898,10.951503521035468
Wichita St,70,Colorado St,76,8.433712769495724,8.035917066741126
Oregon,66,Creighton,76,8.997587225487342,10.984102719717837
Georgetown,79,Dayton,84,8.097403188054626,7.453720484555427
Arkansas,71,Duke,80,21.77145836677927,30.47631292494664
Richmond,72,Furman,73,3.374354993392689,-2.2995798984529365
Charlotte,69,Illinois St,79,1.2042231354891468,8.933861719167899
North Carolina,58,Michigan St,74,20.177147542199364,24.386031921594633
Northwestern,81,Oklahoma St,86,11.78237952913321,13.86708154452552
UNLV,65,Rutgers,80,3.1267531403743414,2.795178359596027
WKU,91,South Florida,97,0.4252617180430557,10.967070575235171
East Carolina,58,St Bonaventure,67,-6.938769569086803,2.3358205694267835
Santa Clara,70,St Louis,71,16.697031882728538,21.74212133595362
Virginia Tech,66,St Mary's CA,77,13.649896701268442,16.908220628065287
Minnesota,68,Stanford,72,10.308552144640325,11.495746482735854
Florida,80,TCU,84,26.39081761428366,14.466735878512502
VCU,74,Vanderbilt,89,12.760710460803173,24.154102986278797
Nevada,66,Washington,83,12.180469852648914,15.817584011338012
Providence,83,Wisconsin,104,11.241342833123284,16.984647164159234
Indiana St,74,Alcorn St,81,-2.4581456880249015,-20.10652752334088
Maine,61,American Univ,74,-16.277077360329795,-6.396969179237704
N Dakota St,80,Arkansas St,85,2.046795939331589,-2.643647731191786
Wright St,69,Butler,94,1.3021861730347852,12.436267405379676
Dayton,79,BYU,83,7.453720484555427,22.96623370113013
Alabama A&M,56,Clemson,92,-12.721138316688517,17.882590338253785
SUNY Albany,67,Colgate,69,-13.163496176751917,-3.5300665357659207
Washington,68,Colorado,81,15.817584011338012,10.951503521035468
South Florida,68,Colorado St,83,10.967070575235171,8.035917066741126
Illinois,61,Connecticut,74,27.558451754312838,25.10729111927154
NC A&T,74,Davidson,90,-8.135106985044182,6.002686977751972
Georgia Tech,61,DePaul,75,4.81995930743693,7.564957311061451
NJIT,55,E Michigan,73,-14.80646949052454,-3.580139516277849
Providence,78,Florida,90,11.241342833123284,26.39081761428366
North Dakota,55,Hawaii,92,-8.39620613812819,8.020968123203241
La Salle,58,Hofstra,63,-4.388475820600071,2.086644182827586
CS Northridge,50,Idaho St,82,-2.1109082342198446,-2.6900359146858124
Furman,65,Illinois St,72,-2.2995798984529365,8.933861719167899
Louisiana,45,Jackson St,51,-12.137067018502796,-19.547308217380763
Drake,62,LSU,71,0.7544156025781878,14.712317974153333
Georgetown,65,Miami FL,78,8.097403188054626,17.78517891833293
Cleveland St,59,Missouri,86,-10.736414013574178,11.56899502860914
Ball St,73,Monmouth NJ,80,-11.502717502859307,-3.848522919496683
San Francisco,65,Nevada,81,6.276755571400898,12.180469852648914
Marquette,74,Oklahoma,75,6.499579672447203,11.432263406894199
Merrimack,65,Penn,77,-5.674283720960461,-2.0570696017200927
Ohio St,66,Pittsburgh,67,16.95643641170654,8.195075774872146
E Illinois,62,Purdue,109,-12.380585287610003,26.152648451209974
Charlotte,66,Richmond,71,1.2042231354891468,3.374354993392689
Southern Utah,54,Robert Morris,61,-11.107617721609282,-3.837549906546749
Idaho,68,Sam Houston St,94,-0.860099995525089,4.794162125506685
Lehigh,70,UC Santa Barbara,72,-10.370556306684765,3.2846658019866024
Minnesota,75,Santa Clara,86,10.308552144640325,16.697031882728538
Gardner Webb,68,SE Louisiana,76,-24.646235285714415,-8.378711089435738
Texas St,52,Seattle,66,-8.993596293102888,4.296087924139515
Longwood,63,Siena,70,-9.004272423423975,-3.3587700316394775
Mississippi St,81,SMU,87,8.973566181550307,18.858138555743015
Charleston So,62,South Carolina,74,-6.340856798534731,8.258663769478087
St Louis,77,Stanford,78,21.74212133595362,11.495746482735854
Loy Marymount,68,Stony Brook,71,1.5500504379175963,-4.2986893622781555
Wisconsin,63,TCU,74,16.984647164159234,14.466735878512502
Florida St,59,Texas A&M,95,8.465280031603305,19.179102352686098
Nicholls St,72,Tulane,82,-6.207446160282377,-1.5078676189201856
Navy,57,UNC Wilmington,87,-2.05716253834581,2.413830183033299
Virginia Tech,68,VCU,86,13.649896701268442,12.760710460803173
St Mary's CA,71,Vanderbilt,96,16.908220628065287,24.154102986278797
Queens NC,69,Virginia,94,-4.175091457795946,20.91879714221833
Wichita St,70,WKU,75,8.433712769495724,0.4252617180430557
Northeastern,73,Wake Forest,86,-6.463460575559628,12.26856625050307
TAM C. Christi,67,Xavier,88,-2.5860191794207728,7.778365709841898
Chicago St,64,Youngstown St,87,-16.24969652612226,-2.8049667940666527
Lafayette,63,Le Moyne,76,-12.102088387400759,-9.839160736172351
WI Milwaukee,81,Akron,105,-6.744387041618924,11.189246661258986
Norfolk St,61,Arizona,98,-13.021484758554106,29.622564216561056
Manhattan,78,Army,81,-15.274581333554556,-14.42534764296668
Canisius,53,Buffalo,71,-17.060558122515523,-1.2829899801500664
Pepperdine,69,CS Fullerton,83,-5.588454031414728,-2.1915793640363734
St Peter's,61,Dartmouth,87,-6.3187048872930385,-5.458928015720884
Niagara,66,Detroit,70,-16.995194255109116,-7.342812147525938
Georgia Tech,74,Drake,84,4.81995930743693,0.7544156025781878
Cent Arkansas,57,ETSU,80,-1.5873241521362738,1.9085058569619273
SUNY Albany,68,Fordham,88,-13.163496176751917,-0.05904195752884017
Houston Chr,62,Ga Southern,80,-9.978893333224674,-8.452463657169565
James Madison,66,George Mason,82,-6.42260170209562,8.095174888899992
Tennessee Tech,81,Georgia,123,-14.281089336240143,20.02973847054447
Bryant,53,Harvard,56,-15.975655117989465,-1.9259472947129983
W Carolina,73,High Point,93,-9.503110725382177,7.455157949413491
Merrimack,58,Hofstra,78,-5.674283720960461,2.086644182827586
Bethune-Cookman,56,Indiana,100,-7.810451810139458,18.87384006863379
Morehead St,80,IUPUI,85,-11.585204401367001,-12.491570369997088
Ball St,37,Lafayette,55,-11.502717502859307,-12.102088387400759
Texas St,74,Lehigh,78,-8.993596293102888,-10.370556306684765
SE Missouri St,77,Lipscomb,88,-6.757013248262701,-2.2704298007365584
Maine,61,Longwood,65,-16.277077360329795,-9.004272423423975
Alcorn St,58,Louisiana Tech,83,-20.10652752334088,-5.691689472397247
DePaul,63,LSU,96,7.564957311061451,14.712317974153333
Elon,84,Mercer,91,-1.7109036279344259,0.5840288415363489
Howard,75,Mt St Mary's,79,-8.060038874832856,-11.970313880036324
Boston Univ,65,N Kentucky,74,-9.831287835150842,-2.4537270857196694
SC Upstate,63,Nebraska,72,-9.147789259024785,23.21892114201473
CS Sacramento,54,Pacific,68,-6.393255168038442,4.378468361891341
La Salle,71,Penn,73,-4.388475820600071,-2.0570696017200927
Sacred Heart,59,Penn St,90,-10.913977813629936,5.083955436049424
Ark Little Rock,65,S Illinois,74,-13.722529134725532,3.3850180919715123
Seattle,71,UC Santa Barbara,74,4.296087924139515,3.2846658019866024
Navy,65,SE Louisiana,69,-2.05716253834581,-8.378711089435738
American Univ,55,Siena,59,-6.396969179237704,-3.3587700316394775
Air Force,63,South Dakota,80,-12.735240615401642,-8.241126626447448
Northwestern LA,73,Southern Univ,75,-9.19667857822737,-11.076179678502223
Stetson,68,Southern Utah,70,-14.070523158103668,-11.107617721609282
VMI,57,UCF,82,-19.385486784833247,15.06572674394935
Delaware St,57,UMBC,71,-20.10207053375217,-8.519516689602433
Gardner Webb,62,UNC Wilmington,88,-24.646235285714415,2.413830183033299
SF Austin,61,UT Arlington,66,6.14950134383293,-0.020907387432929244
Montana St,81,Utah St,84,1.0473895970912468,19.392266810705305
W Michigan,55,Valparaiso,84,-7.971093026343999,0.7826673040916575
Missouri KC,61,Weber St,82,-16.661368094073026,-2.4753255840285364
S Carolina St,79,Winthrop,101,-22.2908843957574,1.3368316881639872
E Kentucky,77,Wofford,83,-8.312055999179629,-5.064308768836391
Oregon St,69,Cal Baptist,75,-0.9699153817654318,2.1953924231003668
UC Riverside,69,Utah Tech,77,-8.761132749466462,-3.4850425266828218
Monmouth NJ,79,Le Moyne,83,-3.848522919496683,-9.839160736172351
Longwood,66,American Univ,92,-9.004272423423975,-6.396969179237704
Le Moyne,85,Ball St,96,-9.839160736172351,-11.502717502859307
Col Charleston,73,Belmont,96,-0.4606347634581468,10.045584450409333
Alabama A&M,60,Coastal Car,67,-12.721138316688517,-7.357081216042199
Fordham,62,Colgate,72,-0.05904195752884017,-3.5300665357659207
Bucknell,72,Cornell,101,-13.096288524993339,-2.5897361889852073
Fresno St,71,CS Bakersfield,76,4.073803256746674,-10.961124093729158
New Hampshire,68,Fairfield,72,-12.508359622828568,-8.368082465442098
Penn,60,Hofstra,77,-2.0570696017200927,2.086644182827586
San Diego,72,Long Beach St,76,-2.184946658816856,-4.652494408015093
Coppin St,84,Loyola MD,95,-27.640739737591698,-13.377750243521636
Lafayette,74,Monmouth NJ,88,-12.102088387400759,-3.848522919496683
Prairie View,69,North Texas,72,-14.826501312313303,0.7410214367989679
Citadel,41,Presbyterian,69,-15.588927891729995,-8.171853518367254
Stonehill,62,Quinnipiac,76,-13.871167902361144,-3.997091735107692
Stetson,62,Robert Morris,80,-14.070523158103668,-3.837549906546749
Maine,60,Siena,64,-16.277077360329795,-3.3587700316394775
UT San Antonio,58,South Alabama,82,-15.648689776756592,-5.806253567999122
FL Atlantic,65,St Bonaventure,70,6.351804649646517,2.3358205694267835
Princeton,58,St Joseph's PA,60,-5.435545860544262,0.6346552500089729
Chattanooga,64,Tennessee St,70,-11.311391432436908,-7.984243030172132
Wyoming,72,Texas Tech,76,8.357185218844622,22.11626746517065
San Jose St,63,UC Irvine,72,-3.069027491311642,3.4963503402669383
Appalachian St,55,UNC Asheville,67,-3.019964221943779,-4.515129557592766
Mercyhurst,38,West Virginia,70,-9.513220387331831,12.114842312208815
Old Dominion,75,William & Mary,88,-8.261680554358493,1.656572728906202
Vermont,74,Yale,77,-5.418090561445725,8.176250244240705
La Salle,60,Merrimack,66,-4.388475820600071,-5.674283720960461
Kansas St,66,Bowling Green,82,10.199483531346415,3.589447698727336
Tarleton St,58,Cincinnati,76,-2.827342432024417,12.416982907123183
Cal Baptist,70,Colorado,78,2.1953924231003668,10.951503521035468
McNeese St,67,Incarnate Word,71,8.413093453200572,-5.547585347287668
Delaware,66,Iona,89,-8.317869143575352,-5.622253380566301
UAB,61,MTSU,76,4.233612921761928,1.2330496506793978
Portland,72,Stanford,94,-0.9276049727698782,11.495746482735854
Temple,56,Villanova,74,1.6101601066860876,18.019965533374403
St Francis PA,74,Xavier,96,-18.95162660287704,7.778365709841898
Jacksonville St,66,North Alabama,73,-4.019877384600862,-15.019555502687506
Troy,89,West Georgia,93,0.09710533684838424,-11.903771564516768
Pepperdine,63,Abilene Chr,71,-5.588454031414728,-7.721991269551377
UT Arlington,63,Arkansas St,83,-0.020907387432929244,-2.643647731191786
CS Sacramento,88,Baylor,110,-6.393255168038442,15.872210600276453
Lehigh,71,Binghamton,80,-10.370556306684765,-21.707046613042007
Washington St,60,Bradley,64,4.5380550036221035,3.590955518992814
Stonehill,65,Bryant,77,-13.871167902361144,-15.975655117989465
E Michigan,68,Butler,84,-3.580139516277849,12.436267405379676
Utah,72,California,79,6.364077339194109,13.447545319841446
NC A&T,57,Charlotte,74,-8.135106985044182,1.2042231354891468
Kansas,56,Connecticut,61,23.957485614866563,25.10729111927154
Nicholls St,76,Creighton,96,-6.207446160282377,10.984102719717837
ETSU,71,Dayton,88,1.9085058569619273,7.453720484555427
W Illinois,57,Drake,108,-21.1486742641898,0.7544156025781878
Florida,66,Duke,67,26.39081761428366,30.47631292494664
MD E Shore,56,East Carolina,68,-15.28346349833095,-6.938769569086803
North Florida,63,SIUE,72,-15.534483522416355,-8.17415727893679
Army,70,G Washington,84,-14.42534764296668,9.857746736889899
Cornell,81,George Mason,99,-2.5897361889852073,8.095174888899992
Florida St,73,Georgia,107,8.465280031603305,20.02973847054447
Stetson,45,Grand Canyon,67,-14.070523158103668,11.357472832207115
Florida A&M,82,Jacksonville,85,-14.958411699952181,-10.526145762510124
Jackson St,73,Kennesaw,88,-19.547308217380763,0.6339937118072055
C Michigan,72,Loyola-Chicago,83,-9.604265919979685,-7.919700317024193
Valparaiso,72,Marquette,75,0.7826673040916575,6.499579672447203
Wagner,63,Maryland,89,-12.601506934083272,2.5510536362520244
Georgia St,67,Mercer,78,-9.841027531814934,0.5840288415363489
Mississippi,66,Miami FL,75,10.46160439503338,17.78517891833293
Iowa,52,Michigan St,71,21.236487010988846,24.386031921594633
Morehead St,52,Murray St,84,-11.585204401367001,7.098433930540837
UC San Diego,70,Nevada,76,3.4181336664537407,12.180469852648914
Kentucky,64,North Carolina,67,20.62694485238151,20.177147542199364
Houston Chr,75,North Texas,77,-9.978893333224674,0.7410214367989679
Missouri,71,Notre Dame,76,11.56899502860914,10.06327913551909
Wake Forest,68,Oklahoma,86,12.26856625050307,11.432263406894199
Sam Houston St,83,Oklahoma St,93,4.794162125506685,13.86708154452552
Campbell,76,Penn St,87,-4.608704820965019,5.083955436049424
F Dickinson,64,Providence,94,-14.479566581615781,11.241342833123284
Rutgers,65,Purdue,81,2.795178359596027,26.152648451209974
Brown,56,Rhode Island,66,-9.277418865214003,4.372881568912538
New Mexico St,75,South Alabama,77,0.004049809068651347,-5.806253567999122
Loy Marymount,70,St Louis,91,1.5500504379175963,21.74212133595362
Tennessee,60,Syracuse,62,22.52532774922322,11.66262825734674
Pittsburgh,73,Texas A&M,81,8.195075774872146,19.179102352686098
Charleston So,56,TN Martin,73,-6.340856798534731,-3.7745856292540623
Grambling,63,Tulane,65,-10.144108684165358,-1.5078676189201856
UNC Greensboro,77,UNC Asheville,82,-12.065434872466879,-4.515129557592766
Oregon,77,USC,82,8.997587225487342,13.985005389761836
South Carolina,83,Virginia Tech,86,8.258663769478087,13.649896701268442
Duquesne,79,William & Mary,83,4.686016814942015,1.656572728906202
LIU Brooklyn,92,Winthrop,94,-3.546335998209576,1.3368316881639872
N Illinois,64,Lindenwood,99,-10.69931700103686,-7.15310794555327
Bucknell,77,Akron,97,-13.096288524993339,11.189246661258986
Clemson,84,Alabama,90,17.882590338253785,22.89926309681164
Tennessee St,53,Alabama A&M,80,-7.984243030172132,-12.721138316688517
Drexel,73,American Univ,75,-3.932084854527281,-6.396969179237704
IL Chicago,62,Ark Pine Bluff,63,1.7665509943221132,-13.668354319462967
Louisville,80,Arkansas,89,24.611732488445927,21.77145836677927
NC State,73,Auburn,83,21.788929391891067,19.144250770747117
Cal Baptist,60,BYU,91,2.1953924231003668,22.96623370113013
Ark Little Rock,47,Cent Arkansas,85,-13.722529134725532,-1.5873241521362738
Hofstra,70,Columbia,72,2.086644182827586,-1.1455860463245808
New Hampshire,68,Dartmouth,69,-12.508359622828568,-5.458928015720884
E Washington,89,Denver,93,-5.263958334345224,-6.718963056154548
IUPUI,78,Detroit,92,-12.491570369997088,-7.342812147525938
Ball St,52,Evansville,64,-11.502717502859307,-7.795268693393136
FGCU,83,Florida Intl,89,-4.349217773076286,-1.0098371649423266
Elon,88,Furman,97,-1.7109036279344259,-2.2995798984529365
Louisiana Tech,69,Ga Southern,77,-5.691689472397247,-8.452463657169565
UMBC,81,Georgetown,90,-8.519516689602433,8.097403188054626
Loyola MD,71,Hampton,93,-13.377750243521636,-8.456384002540549
Northeastern,59,Holy Cross,76,-6.463460575559628,-13.04688731791795
North Dakota,58,Idaho,90,-8.39620613812819,-0.860099995525089
Missouri KC,59,Idaho St,68,-16.661368094073026,-2.6900359146858124
E Kentucky,78,Illinois St,89,-8.312055999179629,8.933861719167899
Alcorn St,68,Iowa St,132,-20.10652752334088,28.277104289911488
NC Central,62,James Madison,67,-16.23054921366116,-6.42260170209562
Austin Peay,84,Kent,96,-0.6575938360595827,1.3438007614795435
Louisiana,55,Lamar,65,-12.137067018502796,-2.214271862878108
Tennessee Tech,80,Lipscomb,83,-14.281089336240143,-2.2704298007365584
Boston College,69,LSU,78,3.54890302348592,14.712317974153333
Harvard,71,Massachusetts,78,-1.9259472947129983,-0.4961988777783989
New Orleans,70,Memphis,86,-3.575655046476065,7.369641932350132
Indiana,64,Minnesota,73,18.87384006863379,10.308552144640325
Georgia Tech,73,Mississippi St,85,4.81995930743693,8.973566181550307
Princeton,58,Monmouth NJ,63,-5.435545860544262,-3.848522919496683
St Thomas MN,74,Montana St,82,2.882581967815671,1.0473895970912468
