Team1Name,Team1Score,Team2Name,Team2Score,Team1MasseyRating,Team2MasseyRating
IUPUI,91,Charleston So,103,-12.491570369997088,-6.340856798534731
Boston Univ,49,Columbia,54,-9.831287835150842,-1.1455860463245808
Army,73,Cornell,86,-14.42534764296668,-2.5897361889852073
St Peter's,70,Delaware,81,-6.3187048872930385,-8.317869143575352
Gardner Webb,62,DePaul,93,-24.646235285714415,7.564957311061451
NJIT,43,Drexel,75,-14.80646949052454,-3.932084854527281
Kansas,66,Duke,78,23.957485614866563,30.47631292494664
Detroit,62,E Michigan,72,-7.342812147525938,-3.580139516277849
TN Martin,73,Florida St,87,-3.7745856292540623,8.465280031603305
SF Austin,78,Fresno St,80,6.14950134383293,4.073803256746674
Jacksonville,57,George Mason,79,-10.526145762510124,8.095174888899992
Ga Southern,66,Georgia Tech,68,-8.452463657169565,4.81995930743693
Princeton,69,Iona,89,-5.435545860544262,-5.622253380566301
SE Missouri St,70,Iowa,99,-6.757013248262701,21.236487010988846
Towson,75,James Madison,81,-0.5464166889081582,-6.42260170209562
E Kentucky,78,Kent,93,-8.312055999179629,1.3438007614795435
St Francis PA,62,Lehigh,79,-18.95162660287704,-10.370556306684765
Alcorn St,81,LSU,107,-20.10652752334088,14.712317974153333
Longwood,82,MD E Shore,83,-9.004272423423975,-15.28346349833095
Kentucky,66,Michigan St,83,20.62694485238151,24.386031921594633
Chicago St,54,Minnesota,66,-16.24969652612226,10.308552144640325
Austin Peay,65,Mississippi,72,-0.6575938360595827,10.46160439503338
Ark Little Rock,68,Murray St,89,-13.722529134725532,7.098433930540837
Morgan St,73,NC A&T,79,-20.00282080703169,-8.135106985044182
Navy,61,North Carolina,73,-2.05716253834581,20.177147542199364
N Illinois,57,Northern Iowa,70,-10.69931700103686,5.785582448008606
New Orleans,79,Pepperdine,90,-3.575655046476065,-5.588454031414728
New Hampshire,66,Providence,98,-12.508359622828568,11.241342833123284
Yale,77,Rhode Island,86,8.176250244240705,4.372881568912538
American Univ,71,Rutgers,80,-6.396969179237704,2.795178359596027
Grambling,68,San Diego,78,-10.144108684165358,-2.184946658816856
Northwestern LA,64,San Francisco,84,-9.19667857822737,6.276755571400898
Idaho St,55,Santa Clara,64,-2.6900359146858124,16.697031882728538
New Haven,45,Seton Hall,68,-14.029552843602488,13.61217858159576
Ark Pine Bluff,60,SMU,106,-13.668354319462967,18.858138555743015
Radford,58,South Carolina,87,-6.409728237299939,8.258663769478087
Louisiana,66,Stanford,93,-12.137067018502796,11.495746482735854
Monmouth NJ,73,Syracuse,78,-3.848522919496683,11.66262825734674
Rider,65,Texas,99,-17.261706725421675,17.79158970367343
Montana,81,Texas A&M,86,0.4272721445912008,19.179102352686098
Abilene Chr,49,Texas St,63,-7.721991269551377,-8.993596293102888
San Diego St,107,Troy,108,14.954913190967044,0.09710533684838424
Nevada,71,UC Davis,75,12.180469852648914,-0.8434486910801374
CS Sacramento,48,UCLA,79,-6.393255168038442,17.20134853209326
East Carolina,60,UNC Wilmington,85,-6.938769569086803,2.413830183033299
Evansville,76,UT Arlington,84,-7.795268693393136,-0.020907387432929244
PFW,77,Utah,85,-5.625687252766425,6.364077339194109
Southern Univ,93,Washington,99,-11.076179678502223,15.817584011338012
Old Dominion,69,Xavier,99,-8.261680554358493,7.778365709841898
UC Riverside,57,Cal Baptist,80,-8.761132749466462,2.1953924231003668
Alabama St,64,Air Force,66,-13.932727716177093,-12.735240615401642
Illinois,86,Alabama,90,27.558451754312838,22.89926309681164
Connecticut,67,Arizona,71,25.10729111927154,29.622564216561056
Jackson St,66,Auburn,112,-19.547308217380763,19.144250770747117
Lipscomb,68,Belmont,75,-2.2704298007365584,10.045584450409333
Ohio,73,Bethune-Cookman,76,-2.458559640908652,-7.810451810139458
MA Lowell,77,Bradley,87,-14.238798983700297,3.590955518992814
S Carolina St,66,Chattanooga,78,-22.2908843957574,-11.311391432436908
North Dakota,60,Creighton,75,-8.39620613812819,10.984102719717837
Marquette,71,Dayton,77,6.499579672447203,7.453720484555427
Loyola MD,78,Duquesne,92,-13.377750243521636,4.686016814942015
Samford,62,FGCU,77,-7.386171296092927,-4.349217773076286
UMBC,52,G Washington,89,-8.519516689602433,9.857746736889899
Louisiana Tech,51,Indiana St,60,-5.691689472397247,-2.4581456880249015
Mt St Mary's,90,Maryland,95,-11.970313880036324,2.5510536362520244
MTSU,61,Michigan,86,1.2330496506793978,34.00895201746655
Bellarmine,79,Notre Dame,86,-9.739354468795353,10.06327913551909
South Florida,95,Oklahoma St,103,10.967070575235171,13.86708154452552
Harvard,80,Penn St,84,-1.9259472947129983,5.083955436049424
VMI,54,Richmond,87,-19.385486784833247,3.374354993392689
Wyoming,70,Sam Houston St,78,8.357185218844622,4.794162125506685
Jacksonville St,65,South Alabama,71,-4.019877384600862,-5.806253567999122
Arkansas St,72,St Mary's CA,85,-2.643647731191786,16.908220628065287
Howard,60,Stetson,64,-8.060038874832856,-14.070523158103668
Missouri KC,45,TCU,81,-16.661368094073026,14.466735878512502
Hofstra,76,Temple,81,2.086644182827586,1.6101601066860876
SC Upstate,84,Tennessee Tech,88,-9.147789259024785,-14.281089336240143
Youngstown St,75,Toledo,92,-2.8049667940666527,0.3389247220623984
UC Irvine,72,Utah Valley,79,3.4963503402669383,6.639639918156236
Cleveland St,75,Valparaiso,90,-10.736414013574178,0.7826673040916575
La Salle,55,Villanova,70,-4.388475820600071,18.019965533374403
Bryant,61,Virginia Tech,78,-15.975655117989465,13.649896701268442
UNC Asheville,73,W Carolina,80,-4.515129557592766,-9.503110725382177
Southern Utah,74,Washington St,98,-11.107617721609282,4.5380550036221035
Campbell,85,Weber St,91,-4.608704820965019,-2.4753255840285364
Bowling Green,74,William & Mary,82,3.589447698727336,1.656572728906202
North Florida,78,Wofford,86,-15.534483522416355,-5.064308768836391
Maine,65,Merrimack,72,-16.277077360329795,-5.674283720960461
Hawaii,76,Arizona St,83,8.020968123203241,10.603952967409308
Utah,85,Cal Poly,92,6.364077339194109,-6.316796372758351
Colgate,94,Cornell,95,-3.5300665357659207,-2.5897361889852073
Pacific,59,FL Atlantic,82,4.378468361891341,6.351804649646517
LIU Brooklyn,53,Fordham,69,-3.546335998209576,-0.05904195752884017
IL Chicago,80,High Point,90,1.7665509943221132,7.455157949413491
Rider,45,Houston,91,-17.261706725421675,25.82056645334507
Southern Indiana,81,Incarnate Word,87,-14.295320327497267,-5.547585347287668
Lindenwood,53,Indiana,73,-7.15310794555327,18.87384006863379
Chicago St,54,Iowa,93,-16.24969652612226,21.236487010988846
Mississippi St,77,Kansas St,98,8.973566181550307,10.199483531346415
Ark Pine Bluff,70,Marshall,98,-13.668354319462967,0.16629603079518857
Elon,72,Miami FL,99,-1.7109036279344259,17.78517891833293
Mercyhurst,71,Miami OH,76,-9.513220387331831,6.878792003107033
South Dakota,68,Missouri,102,-8.241126626447448,11.56899502860914
C Michigan,66,N Kentucky,90,-9.604265919979685,-2.4537270857196694
New Mexico,72,Nebraska,84,14.880097023188116,23.21892114201473
Cent Arkansas,56,North Texas,74,-1.5873241521362738,0.7410214367989679
W Michigan,58,Ohio St,91,-7.971093026343999,16.95643641170654
Oral Roberts,71,Oklahoma,95,-11.75823476123825,11.432263406894199
Northeastern,57,Princeton,70,-6.463460575559628,-5.435545860544262
Memphis,71,Purdue,80,7.369641932350132,26.152648451209974
Robert Morris,61,St Bonaventure,75,-3.837549906546749,2.3358205694267835
Bucknell,49,St John's,97,-13.096288524993339,22.387807157714732
Brown,70,Stony Brook,80,-9.277418865214003,-4.2986893622781555
Tennessee St,60,Tennessee,89,-7.984243030172132,22.52532774922322
Wake Forest,83,Texas Tech,84,12.26856625050307,22.11626746517065
Pittsburgh,67,UCF,77,8.195075774872146,15.06572674394935
St Joseph's PA,85,UNLV,99,0.6346552500089729,3.1267531403743414
Troy,106,USC,107,0.09710533684838424,13.985005389761836
TX Southern,74,Vanderbilt,109,-14.284509430349972,24.154102986278797
Rice,74,Tarleton St,90,-4.818057589699624,-2.827342432024417
UNC Greensboro,94,Queens NC,101,-12.065434872466879,-4.175091457795946
SIUE,63,Air Force,77,-8.17415727893679,-12.735240615401642
Iona,75,Akron,96,-5.622253380566301,11.189246661258986
IUPUI,80,Alabama St,101,-12.491570369997088,-13.932727716177093
Charlotte,63,Appalachian St,65,1.2042231354891468,-3.019964221943779
Jackson St,61,Arkansas,115,-19.547308217380763,21.77145836677927
South Carolina,72,Butler,79,8.258663769478087,12.436267405379676
Wisconsin,70,BYU,98,16.984647164159234,22.96623370113013
CS Sacramento,67,California,91,-6.393255168038442,13.447545319841446
UT Arlington,67,Campbell,71,-0.020907387432929244,-4.608704820965019
MD E Shore,57,Canisius,60,-15.28346349833095,-17.060558122515523
Rutgers,54,Central Conn,67,2.795178359596027,-10.69680210540559
East Carolina,65,Charleston So,77,-6.938769569086803,-6.340856798534731
West Virginia,67,Clemson,70,12.114842312208815,17.882590338253785
W Illinois,64,Coastal Car,84,-21.1486742641898,-7.357081216042199
Massachusetts,65,Col Charleston,69,-0.4961988777783989,-0.4606347634581468
UC Davis,79,Colorado,95,-0.8434486910801374,10.951503521035468
Lehigh,67,Columbia,82,-10.370556306684765,-1.1455860463245808
Boston College,49,Davidson,59,3.54890302348592,6.002686977751972
Colorado St,81,Denver,83,8.035917066741126,-6.718963056154548
Niagara,42,Duke,100,-16.995194255109116,30.47631292494664
Oakland,91,E Michigan,97,1.2988617496209411,-3.580139516277849
Morehead St,62,ETSU,77,-11.585204401367001,1.9085058569619273
Oregon St,69,Evansville,73,-0.9699153817654318,-7.795268693393136
Merrimack,45,Florida,80,-5.674283720960461,26.39081761428366
Ga Southern,72,Florida St,98,-8.452463657169565,8.465280031603305
New Orleans,76,Fresno St,85,-3.575655046476065,4.073803256746674
Xavier,77,Georgia,78,7.778365709841898,20.02973847054447
Northwestern LA,72,Grand Canyon,85,-9.19667857822737,11.357472832207115
Loyola MD,46,Kentucky,88,-13.377750243521636,20.62694485238151
Cincinnati,64,Louisville,74,12.416982907123183,24.611732488445927
NE Omaha,73,LSU,99,-6.6809771450146105,14.712317974153333
Army,65,Marist,76,-14.42534764296668,-1.1747337528313329
Detroit,56,Michigan St,84,-7.342812147525938,24.386031921594633
Long Beach St,72,Montana St,78,-4.652494408015093,1.0473895970912468
Loyola-Chicago,59,N Illinois,76,-7.919700317024193,-10.69931700103686
Kansas St,85,Nebraska,86,10.199483531346415,23.21892114201473
Mississippi St,78,New Mexico,80,8.973566181550307,14.880097023188116
Samford,72,New Mexico St,81,-7.386171296092927,0.004049809068651347
Hampton,60,Norfolk St,62,-8.456384002540549,-13.021484758554106
Morgan St,56,Old Dominion,88,-20.00282080703169,-8.261680554358493
Drexel,68,Penn,84,-3.932084854527281,-2.0570696017200927
CS Fullerton,85,Portland,103,-2.1915793640363734,-0.9276049727698782
Texas Tech,56,Purdue,86,22.11626746517065,26.152648451209974
Georgia St,58,S Dakota St,105,-9.841027531814934,-1.4024499716884644
Holy Cross,66,Sacred Heart,79,-13.04688731791795,-10.913977813629936
Southern Univ,66,San Jose St,80,-11.076179678502223,-3.069027491311642
Louisiana,43,Santa Clara,80,-12.137067018502796,16.697031882728538
Stanford,69,Seattle,77,11.495746482735854,4.296087924139515
Pepperdine,60,SF Austin,63,-5.588454031414728,6.14950134383293
SUNY Albany,63,Siena,73,-13.163496176751917,-3.3587700316394775
Arkansas St,69,SMU,100,-2.643647731191786,18.858138555743015
PFW,60,St Louis,91,-5.625687252766425,21.74212133595362
Manhattan,68,Texas A&M,109,-15.274581333554556,19.179102352686098
Ark Little Rock,56,Texas St,65,-13.722529134725532,-8.993596293102888
Austin Peay,75,Tulsa,84,-0.6575938360595827,12.474016558063923
South Alabama,72,UAB,80,-5.806253567999122,4.233612921761928
San Diego,71,UC Riverside,85,-2.184946658816856,-8.761132749466462
Presbyterian,46,UCLA,86,-8.171853518367254,17.20134853209326
Radford,73,UNC Wilmington,81,-6.409728237299939,2.413830183033299
Tulane,75,Utah St,96,-1.5078676189201856,19.392266810705305
Northwestern,78,Virginia,83,11.78237952913321,20.91879714221833
Memphis,68,Wake Forest,69,7.369641932350132,12.26856625050307
WI Green Bay,67,Yale,73,-5.7700409143629,8.176250244240705
Grambling,59,Cal Baptist,72,-10.144108684165358,2.1953924231003668
N Colorado,72,St Thomas MN,73,-1.0823524586851767,2.882581967815671
Lafayette,70,Stonehill,74,-12.102088387400759,-13.871167902361144
SC Upstate,64,West Georgia,72,-9.147789259024785,-11.903771564516768
Harvard,74,Boston Univ,75,-1.9259472947129983,-9.831287835150842
North Alabama,57,Chattanooga,71,-15.019555502687506,-11.311391432436908
North Dakota,58,Coastal Car,75,-8.39620613812819,-7.357081216042199
MS Valley St,70,CS Bakersfield,86,-28.348205063722833,-10.961124093729158
St Thomas MN,80,CS Fullerton,88,2.882581967815671,-2.1915793640363734
NC Central,55,Dayton,74,-16.23054921366116,7.453720484555427
Le Moyne,83,Fairfield,97,-9.839160736172351,-8.368082465442098
Wagner,75,Georgetown,92,-12.601506934083272,8.097403188054626
Incarnate Word,80,High Point,91,-5.547585347287668,7.455157949413491
Niagara,70,Howard,80,-16.995194255109116,-8.060038874832856
Southern Indiana,73,IL Chicago,84,-14.295320327497267,1.7665509943221132
LIU Brooklyn,58,Illinois,98,-3.546335998209576,27.558451754312838
Ball St,52,Indiana St,70,-11.502717502859307,-2.4581456880249015
Oregon St,84,Iona,91,-0.9699153817654318,-5.622253380566301
Cleveland St,71,Kent,91,-10.736414013574178,1.3438007614795435
W Carolina,62,Lipscomb,83,-9.503110725382177,-2.2704298007365584
C Michigan,71,Marquette,85,-9.604265919979685,6.499579672447203
Binghamton,52,MD E Shore,63,-21.707046613042007,-15.28346349833095
E Kentucky,83,Mercer,95,-8.312055999179629,0.5840288415363489
UTRGV,67,Missouri St,74,-0.22814271103413875,-2.3667315699870506
ULM,80,Morehead St,83,-18.229928278847783,-11.585204401367001
Portland,80,N Colorado,86,-0.9276049727698782,-1.0823524586851767
NJIT,70,Navy,86,-14.80646949052454,-2.05716253834581
UC Santa Barbara,64,Nevada,77,3.2846658019866024,12.180469852648914
Duquesne,86,Northeastern,93,4.686016814942015,-6.463460575559628
UC Irvine,69,Northern Iowa,70,3.4963503402669383,5.785582448008606
Nicholls St,81,Oklahoma St,95,-6.207446160282377,13.86708154452552
Penn St,65,Providence,77,5.083955436049424,11.241342833123284
Gardner Webb,67,Richmond,102,-24.646235285714415,3.374354993392689
Minnesota,65,San Francisco,77,10.308552144640325,6.276755571400898
North Florida,83,Southern Miss,92,-15.534483522416355,-6.948449734643707
MA Lowell,66,St Peter's,68,-14.238798983700297,-6.3187048872930385
VMI,80,Stetson,99,-19.385486784833247,-14.070523158103668
Prairie View,68,TN Martin,69,-14.826501312313303,-3.7745856292540623
Weber St,73,UT Arlington,74,-2.4753255840285364,-0.020907387432929244
Coppin St,58,VCU,101,-27.640739737591698,12.760710460803173
Massachusetts,75,WI Green Bay,79,-0.4961988777783989,-5.7700409143629
WI Milwaukee,58,Wichita St,75,-6.744387041618924,8.433712769495724
IUPUI,85,Air Force,98,-12.491570369997088,-12.735240615401642
Evansville,59,Akron,97,-7.795268693393136,11.189246661258986
Maine,53,Brown,58,-16.277077360329795,-9.277418865214003
Virginia,73,Butler,80,20.91879714221833,12.436267405379676
Binghamton,66,Canisius,75,-21.707046613042007,-17.060558122515523
E Washington,65,Cent Arkansas,92,-5.263958334345224,-1.5873241521362738
Georgia,94,Clemson,97,20.02973847054447,17.882590338253785
Longwood,70,Columbia,95,-9.004272423423975,-1.1455860463245808
Bryant,49,Connecticut,72,-15.975655117989465,25.10729111927154
Detroit,75,DePaul,95,-7.342812147525938,7.564957311061451
Old Dominion,71,Drexel,75,-8.261680554358493,-3.932084854527281
Howard,56,Duke,93,-8.060038874832856,30.47631292494664
Alabama St,68,SIUE,83,-13.932727716177093,-8.17415727893679
ULM,55,ETSU,97,-18.229928278847783,1.9085058569619273
Queens NC,79,Furman,90,-4.175091457795946,-2.2995798984529365
West Georgia,66,Georgia Tech,82,-11.903771564516768,4.81995930743693
Coastal Car,42,Illinois St,94,-7.357081216042199,8.933861719167899
Montana,63,Lamar,68,0.4272721445912008,-2.214271862878108
Mercyhurst,60,Marshall,69,-9.513220387331831,0.16629603079518857
G Washington,86,McNeese St,92,9.857746736889899,8.413093453200572
Delaware St,41,Miami FL,97,-20.10207053375217,17.78517891833293
Ark Pine Bluff,84,Miami OH,111,-13.668354319462967,6.878792003107033
Robert Morris,70,Monmouth NJ,71,-3.837549906546749,-3.848522919496683
Murray St,87,MTSU,90,7.098433930540837,1.2330496506793978
CS Fullerton,93,N Colorado,97,-2.1915793640363734,-1.0823524586851767
W Illinois,69,North Dakota,78,-21.1486742641898,-8.39620613812819
South Carolina,77,Northwestern,79,8.258663769478087,11.78237952913321
Alcorn St,53,Oklahoma,72,-20.10652752334088,11.432263406894199
North Florida,82,Prairie View,85,-15.534483522416355,-14.826501312313303
Pittsburgh,75,Quinnipiac,83,8.195075774872146,-3.997091735107692
Delaware,59,S Illinois,79,-8.317869143575352,3.3850180919715123
S Carolina St,81,South Dakota,82,-22.2908843957574,-8.241126626447448
TN Martin,60,Southern Miss,70,-3.7745856292540623,-6.948449734643707
Boston College,90,Tulane,93,3.54890302348592,-1.5078676189201856
Youngstown St,62,UNC Greensboro,68,-2.8049667940666527,-12.065434872466879
Davidson,60,Utah St,94,6.002686977751972,19.392266810705305
Mt St Mary's,60,W Michigan,83,-11.970313880036324,-7.971093026343999
Jackson St,62,Winthrop,80,-19.547308217380763,1.3368316881639872
Norfolk St,67,Wyoming,75,-13.021484758554106,8.357185218844622
West Virginia,68,Xavier,78,12.114842312208815,7.778365709841898
Col Charleston,63,Yale,74,-0.4606347634581468,8.176250244240705
Portland,66,St Thomas MN,76,-0.9276049727698782,2.882581967815671
UT San Antonio,50,Abilene Chr,61,-15.648689776756592,-7.721991269551377
Denver,73,Arizona,103,-6.718963056154548,29.622564216561056
Texas,86,Arizona St,87,17.79158970367343,10.603952967409308
Jacksonville St,63,Arkansas St,74,-4.019877384600862,-2.643647731191786
Oregon,73,Auburn,84,8.997587225487342,19.144250770747117
Creighton,74,Baylor,81,10.984102719717837,15.872210600276453
St Francis PA,57,Belmont,94,-18.95162660287704,10.045584450409333
Bucknell,66,Bowling Green,71,-13.096288524993339,3.589447698727336
Princeton,64,Bradley,88,-5.435545860544262,3.590955518992814
VMI,70,Buffalo,78,-19.385486784833247,-1.2829899801500664
Sacred Heart,106,Central Conn,108,-10.913977813629936,-10.69680210540559
NJIT,67,Cincinnati,94,-14.80646949052454,12.416982907123183
Evansville,59,Col Charleston,78,-7.795268693393136,-0.4606347634581468
Appalachian St,53,Elon,88,-3.019964221943779,-1.7109036279344259
Loy Marymount,65,FL Atlantic,76,1.5500504379175963,6.351804649646517
Oral Roberts,88,FGCU,93,-11.75823476123825,-4.349217773076286
MTSU,79,G Washington,92,1.2330496506793978,9.857746736889899
Ohio,69,George Mason,92,-2.458559640908652,8.095174888899992
Alabama,85,Gonzaga,95,22.89926309681164,26.12679094319873
Syracuse,74,Houston,78,11.66262825734674,25.82056645334507
UTRGV,73,Illinois,87,-0.22814271103413875,27.558451754312838
St John's,82,Iowa St,83,22.387807157714732,28.277104289911488
Bethune-Cookman,64,Jacksonville,69,-7.810451810139458,-10.526145762510124
Florida Intl,72,James Madison,80,-1.0098371649423266,-6.42260170209562
Notre Dame,61,Kansas,71,10.06327913551909,23.957485614866563
Rice,84,Kennesaw,89,-4.818057589699624,0.6339937118072055
Vermont,73,Liberty,79,-5.418090561445725,5.976024139614131
Missouri St,61,LIU Brooklyn,75,-2.3667315699870506,-3.546335998209576
E Michigan,46,Louisville,87,-3.580139516277849,24.611732488445927
UNLV,67,Maryland,74,3.1267531403743414,2.5510536362520244
Oregon St,65,Massachusetts,73,-0.9699153817654318,-0.4961988777783989
Murray St,60,McNeese St,73,7.098433930540837,8.413093453200572
San Diego St,54,Michigan,94,14.954913190967044,34.00895201746655
New Orleans,78,Mississippi St,81,-3.575655046476065,8.973566181550307
E Kentucky,71,N Kentucky,82,-8.312055999179629,-2.4537270857196694
Cal Poly,87,Northern Arizona,93,-6.316796372758351,-9.643076515343548
Lamar,68,Oakland,83,-2.214271862878108,1.2988617496209411
Stony Brook,58,Pacific,86,-4.2986893622781555,4.378468361891341
NC State,74,Seton Hall,85,21.788929391891067,13.61217858159576
Holy Cross,69,Siena,73,-13.04688731791795,-3.3587700316394775
Radford,72,SMU,89,-6.409728237299939,18.858138555743015
Rutgers,60,Tennessee,85,2.795178359596027,22.52532774922322
Troy,68,Toledo,75,0.09710533684838424,0.3389247220623984
Rhode Island,55,Towson,62,4.372881568912538,-0.5464166889081582
S Illinois,73,UAB,81,3.3850180919715123,4.233612921761928
Louisiana,56,UC Davis,77,-12.137067018502796,-0.8434486910801374
Grambling,74,UC Riverside,83,-10.144108684165358,-8.761132749466462
Boise St,67,USC,70,13.415037567503262,13.985005389761836
Iona,75,WI Green Bay,80,-5.622253380566301,-5.7700409143629
UTEP,63,William & Mary,74,-6.308444347027473,1.656572728906202
Akron,94,Yale,97,11.189246661258986,8.176250244240705
Ga Southern,61,Youngstown St,67,-8.452463657169565,-2.8049667940666527
Citadel,58,Bellarmine,70,-15.588927891729995,-9.739354468795353
Temple,76,UC San Diego,91,1.6101601066860876,3.4181336664537407
Missouri KC,67,Lindenwood,80,-16.661368094073026,-7.15310794555327
F Dickinson,65,East Texas A&M,70,-14.479566581615781,-10.24868267858815
UNLV,76,Alabama,115,3.1267531403743414,22.89926309681164
Washington St,94,Arizona St,100,4.5380550036221035,10.603952967409308
N Illinois,59,Austin Peay,77,-10.69931700103686,-0.6575938360595827
UCLA,72,California,80,17.20134853209326,13.447545319841446
E Illinois,60,Cent Arkansas,81,-12.380585287610003,-1.5873241521362738
Rider,65,Coppin St,68,-17.261706725421675,-27.640739737591698
UNC Greensboro,60,Delaware,73,-12.065434872466879,-8.317869143575352
Morgan St,66,Drexel,71,-20.00282080703169,-3.932084854527281
Rice,63,FGCU,78,-4.818057589699624,-4.349217773076286
CS Bakersfield,59,Florida St,89,-10.961124093729158,8.465280031603305
FL Atlantic,65,George Mason,74,6.351804649646517,8.095174888899992
Maryland,61,Gonzaga,100,2.5510536362520244,26.12679094319873
Utah,58,Grand Canyon,68,6.364077339194109,11.357472832207115
MD E Shore,68,Hampton,74,-15.28346349833095,-8.456384002540549
Kansas St,69,Indiana,86,10.199483531346415,18.87384006863379
Mississippi,69,Iowa,74,10.46160439503338,21.236487010988846
Creighton,60,Iowa St,78,10.984102719717837,28.277104289911488
Chicago St,77,PFW,90,-16.24969652612226,-5.625687252766425
NE Omaha,77,James Madison,88,-6.6809771450146105,-6.42260170209562
Syracuse,60,Kansas,71,11.66262825734674,23.957485614866563
Ohio,58,Loy Marymount,70,-2.458559640908652,1.5500504379175963
Lehigh,55,Marist,78,-10.370556306684765,-1.1747337528313329
MTSU,62,McNeese St,72,1.2330496506793978,8.413093453200572
Auburn,72,Michigan,102,19.144250770747117,34.00895201746655
East Carolina,56,Michigan St,89,-6.938769569086803,24.386031921594633
S Carolina St,66,Missouri,98,-22.2908843957574,11.56899502860914
G Washington,95,Murray St,96,9.857746736889899,7.098433930540837
Boise St,70,NC State,81,13.415037567503262,21.788929391891067
Winthrop,73,Nebraska,80,1.3368316881639872,23.21892114201473
UC Irvine,45,New Mexico St,57,3.4963503402669383,0.004049809068651347
St Bonaventure,70,North Carolina,85,2.3358205694267835,20.177147542199364
E Washington,71,North Texas,79,-5.263958334345224,0.7410214367989679
Loyola-Chicago,51,Northern Iowa,72,-7.919700317024193,5.785582448008606
Rutgers,63,Notre Dame,68,2.795178359596027,10.06327913551909
Montana,87,Oakland,95,0.4272721445912008,1.2988617496209411
Mt St Mary's,60,Ohio St,113,-11.970313880036324,16.95643641170654
Kennesaw,83,Oral Roberts,91,0.6339937118072055,-11.75823476123825
Jacksonville,53,Pacific,68,-10.526145762510124,4.378468361891341
Boston Univ,87,Penn St,96,-9.831287835150842,5.083955436049424
Utah Tech,63,Portland St,68,-3.4850425266828218,2.2902438567068213
Vermont,65,Rhode Island,80,-5.418090561445725,4.372881568912538
Georgia St,63,Samford,78,-9.841027531814934,-7.386171296092927
Oregon,80,San Diego St,97,8.997587225487342,14.954913190967044
NC Central,67,SC Upstate,82,-16.23054921366116,-9.147789259024785
Cal Poly,68,SE Missouri St,84,-6.316796372758351,-6.757013248262701
Baylor,81,St John's,96,15.872210600276453,22.387807157714732
Bethune-Cookman,54,Stony Brook,61,-7.810451810139458,-4.2986893622781555
Princeton,75,Temple,79,-5.435545860544262,1.6101601066860876
Houston,73,Tennessee,76,25.82056645334507,22.52532774922322
UNC Asheville,73,Tennessee St,75,-4.515129557592766,-7.984243030172132
MS Valley St,84,Texas A&M,120,-28.348205063722833,19.179102352686098
Liberty,69,Towson,72,5.976024139614131,-0.5464166889081582
San Jose St,51,Tulsa,81,-3.069027491311642,12.474016558063923
UTEP,59,UAB,75,-6.308444347027473,4.233612921761928
Quinnipiac,91,UCF,102,-3.997091735107692,15.06572674394935
Seton Hall,81,USC,83,13.61217858159576,13.985005389761836
Ga Southern,64,UT San Antonio,77,-8.452463657169565,-15.648689776756592
S Dakota St,52,Utah Valley,75,-1.4024499716884644,6.639639918156236
Old Dominion,75,Villanova,89,-8.261680554358493,18.019965533374403
Campbell,51,Wake Forest,99,-4.608704820965019,12.26856625050307
Abilene Chr,58,William & Mary,92,-7.721991269551377,1.656572728906202
Stetson,62,Wright St,79,-14.070523158103668,1.3021861730347852
San Diego,61,Cal Baptist,76,-2.184946658816856,2.1953924231003668
Houston Chr,69,Bellarmine,74,-9.978893333224674,-9.739354468795353
Bradley,77,UC San Diego,87,3.590955518992814,3.4181336664537407
Army,67,East Texas A&M,84,-14.42534764296668,-10.24868267858815
Maryland,72,Alabama,105,2.5510536362520244,22.89926309681164
F Dickinson,73,Army,81,-14.479566581615781,-14.42534764296668
St John's,74,Auburn,85,22.387807157714732,19.144250770747117
San Diego St,81,Baylor,91,14.954913190967044,15.872210600276453
Toledo,72,Belmont,87,0.3389247220623984,10.045584450409333
Harvard,60,Boston College,73,-1.9259472947129983,3.54890302348592
VMI,48,Bowling Green,81,-19.385486784833247,3.589447698727336
Liberty,64,Bradley,74,5.976024139614131,3.590955518992814
New Hampshire,47,Brown,59,-12.508359622828568,-9.277418865214003
Bucknell,71,Buffalo,73,-13.096288524993339,-1.2829899801500664
Fairfield,77,Columbia,106,-8.368082465442098,-1.1455860463245808
Cincinnati,56,E Michigan,64,12.416982907123183,-3.580139516277849
NE Omaha,61,Florida Intl,74,-6.6809771450146105,-1.0098371649423266
Pepperdine,53,Fresno St,76,-5.588454031414728,4.073803256746674
Notre Dame,56,Houston,66,10.06327913551909,25.82056645334507
Citadel,65,Houston Chr,72,-15.588927891729995,-9.978893333224674
CS Northridge,64,Idaho,78,-2.1109082342198446,-0.860099995525089
Grand Canyon,46,Iowa,59,11.357472832207115,21.236487010988846
Syracuse,64,Iowa St,95,11.66262825734674,28.277104289911488
Tennessee,76,Kansas,81,22.52532774922322,23.957485614866563
FGCU,100,Kennesaw,102,-4.349217773076286,0.6339937118072055
Tennessee Tech,54,Kentucky,104,-14.281089336240143,20.62694485238151
Marshall,67,Lipscomb,90,0.16629603079518857,-2.2704298007365584
Indiana St,73,Louisiana Tech,75,-2.4581456880249015,-5.691689472397247
NJIT,47,Louisville,104,-14.80646949052454,24.611732488445927
Stonehill,64,MA Lowell,75,-13.871167902361144,-14.238798983700297
S Illinois,58,Memphis,74,3.3850180919715123,7.369641932350132
Appalachian St,67,Mercer,75,-3.019964221943779,0.5840288415363489
